0.10	0.002347623510000000
0.30	0.002268158690000000
0.50	0.002204783260000000
0.70	0.002135768160000000
0.90	0.002058295430000000
1.10	0.001972949910000000
1.30	0.001881334300000000
1.50	0.001785297150000000
1.70	0.001686570820000000
1.90	0.001586667070000000
2.10	0.001486816670000000
2.30	0.001388017400000000
2.50	0.001291202670000000
2.70	0.001197183940000000
2.90	0.001106626360000000
3.10	0.001020061340000000
3.30	0.000937894103000000
3.50	0.000860417766000000
3.70	0.000787809580000000
3.90	0.000720146874000000
4.10	0.000657367305000000
4.30	0.000599257532000000
4.50	0.000545662213000000
4.70	0.000496394118000000
4.90	0.000451237513000000
5.10	0.000409958179000000
5.30	0.000372310453000000
5.50	0.000338043821000000
5.70	0.000306906883000000
5.90	0.000278653579000000
6.10	0.000253046769000000
6.30	0.000229859421000000
6.50	0.000208877243000000
6.70	0.000189899193000000
6.90	0.000172738561000000
7.10	0.000157223114000000
7.30	0.000143195007000000
7.50	0.000130509294000000
7.70	0.000119034953000000
7.90	0.000108652809000000
8.10	0.000099255034500000
8.30	0.000090744334700000
8.50	0.000083032884700000
8.70	0.000076041565800000
8.90	0.000069699202200000
9.10	0.000063941904000000
9.30	0.000058712023500000
9.50	0.000053957718900000
9.70	0.000049632392600000
9.90	0.000045694164400000
10.10	0.000042105443300000
10.30	0.000038832400200000
10.50	0.000035844654400000
10.70	0.000033115024600000
10.90	0.000030619116700000
11.10	0.000028334988300000
11.30	0.000026242904300000
11.50	0.000024325105200000
11.70	0.000022565652900000
11.90	0.000020950150000000
12.10	0.000019465605500000
12.30	0.000018100312100000
12.50	0.000016843670700000
12.70	0.000015686092900000
12.90	0.000014618945400000
13.10	0.000013634367400000
13.30	0.000012725257900000
13.50	0.000011885160000000
13.70	0.000011108230000000
13.90	0.000010389165900000
14.10	0.000009723157570000
14.30	0.000009105833780000
14.50	0.000008533218510000
14.70	0.000008001710660000
14.90	0.000007508011480000
15.10	0.000007049116540000
15.30	0.000006622278510000
15.50	0.000006224990690000
15.70	0.000005854970830000
